Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
adidas-zx-2k-4d-sneakers,Zx 2K 4D Sneakers,<p></p>,adidas,adidas,adidas,true,Size,US 7 - EU 40,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420042_27249819_1000.jpg?v=1591113361,1,,false,ZX 2K 4D sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,adidas,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420042_27246918_1000.jpg?v=1591113361,2,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 8 - EU 41,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420042_27246919_1000.jpg?v=1591113361,3,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420042_27246920_1000.jpg?v=1591113361,4,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 10 - EU 44,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 11 - EU 45,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 12 - EU 46,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-2k-4d-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",3780.0,,0,deny,manual,89.00,255.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,Dagger Monogram Low-Top Sneakers,"<p><span>White Dagger Monogram low-top sneakers from AMIRI featuring a round toe, a perforated style, a lace-up front fastening, a brand embossed tongue, a print to the front and a white rubber sole.</span></p>",AMIRI,AMIRI,AMIRI,true,Size,US 7 - EU 40,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412084_27267421_1000.jpg?v=1591113351,1,,false,Dagger Monogram low-top sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,AMIRI,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412084_27267422_1000.jpg?v=1591113351,2,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 8 - EU 41,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412084_27263723_1000.jpg?v=1591113351,3,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412084_27267423_1000.jpg?v=1591113351,4,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 10 - EU 44,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 11 - EU 45,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 12 - EU 46,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
amiri-dagger-monogram-low-top-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",3331.0,,0,deny,manual,125.00,882.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,Bounce Low-Top Sneakers,"<p><span>Chalk white leather Bounce low-top sneakers from adidas featuring mesh panels, a signature three stripe detail, a round toe, a lace fastening, pull tabs at the sides and a ridged rubber sole.</span></p>",adidas,adidas,adidas,true,Size,US 7 - EU 40,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412127_27267431_1000.jpg?v=1591113342,1,,false,Bounce low-top sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,adidas,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412127_27267432_1000.jpg?v=1591113342,2,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 8 - EU 41,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412127_27267433_1000.jpg?v=1591113342,3,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412127_27267434_1000.jpg?v=1591113342,4,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 10 - EU 44,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 11 - EU 45,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 12 - EU 46,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-bounce-low-top-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",2196.0,,0,deny,manual,63.00,140.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,Textured High-Top Sneakers,<p></p>,adidas,adidas,adidas,true,Size,US 7 - EU 40,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420043_27242998_1000.jpg?v=1591113334,1,,false,textured high-top sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,adidas,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420043_27242999_1000.jpg?v=1591113334,2,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 8 - EU 41,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420043_27249820_1000.jpg?v=1591113334,3,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420043_27248000_1000.jpg?v=1591113334,4,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 10 - EU 44,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 11 - EU 45,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 12 - EU 46,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-textured-high-top-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",3996.0,,0,deny,manual,63.00,116.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,Interchangable-Lace Low-Top Sneakers,<p></p>,adidas,adidas,adidas,true,Size,US 7 - EU 40,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420044_27246921_1000.jpg?v=1591113318,1,,false,interchangable-lace low-top sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,adidas,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420044_27248001_1000.jpg?v=1591113318,2,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 8 - EU 41,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420044_27248002_1000.jpg?v=1591113318,3,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15420044_27246922_1000.jpg?v=1591113318,4,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 10 - EU 44,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 11 - EU 45,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 12 - EU 46,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-interchangable-lace-low-top-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",3469.0,,0,deny,manual,51.00,93.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,Lace-Up Sneakers,<p>Suede lace-up sneakers from Hogan.</p>,Hogan,Hogan,Hogan,true,Size,US 7 - EU 40,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15424742_27383543_1000.jpg?v=1591113311,1,,false,lace-up sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,Hogan,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15424742_27383544_1000.jpg?v=1591113311,2,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 8 - EU 41,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15424742_27377704_1000.jpg?v=1591113311,3,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15424742_27377705_1000.jpg?v=1591113311,4,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 10 - EU 44,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 11 - EU 45,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 12 - EU 46,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
hogan-lace-up-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",3033.0,,0,deny,manual,90.00,270.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,Zx 800 Low-Top Sneakers,"<p><span>Orbit grey suede ZX 800 low-top sneakers from adidas featuring mesh panels, a logo patch at the tongue, a round toe, a lace fastening and a ridged rubber sole.</span></p>",adidas,adidas,adidas,true,Size,US 7 - EU 40,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412313_27267500_1000.jpg?v=1591113305,1,,false,ZX 800 low-top sneakers ,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,adidas,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412313_27267501_1000.jpg?v=1591113305,2,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 8 - EU 41,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412313_27267504_1000.jpg?v=1591113305,3,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15412313_27268109_1000.jpg?v=1591113305,4,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 9 - EU 42.5,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 9.5 - EU 43,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 10 - EU 44,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 10.5 - EU 44.5,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 11 - EU 45,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 11.5 - EU 45.5,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 12 - EU 46,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 12.5 - EU 47,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 13 - EU 47.5,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 13.5 - EU 48,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
adidas-zx-800-low-top-sneakers,,,,,,,,US 14 - EU 48.5,,,,,"",3990.0,,0,deny,manual,49.00,90.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,kg,
nike-react-sertu-sneakers,React Sertu Sneakers,<p></p>,Nike,Nike,Nike,true,Size,US 7 - EU 40,,,,,"",2518.0,,0,deny,manual,58.00,131.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15424969_27295069_1000.jpg?v=1591113293,1,,false,React Sertu sneakers,Never pay again full price for high class sneakers. Premium quality, affordable prices, 4-12 days delivery - shop now on TheSneakr for ridiculous discounts on replicas!,Sneakers,Nike,Unisex,Any,,Sneakers,,new,used,FALSE,,,kg,kg,
nike-react-sertu-sneakers,,,,,,,,US 7.5 - EU 40.5,,,,,"",2518.0,,0,deny,manual,58.00,131.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15424969_27296664_1000.jpg?v=1591113293,2,,,,,,,,,,,,,,,,,,,kg,kg,
nike-react-sertu-sneakers,,,,,,,,US 8 - EU 41,,,,,"",2518.0,,0,deny,manual,58.00,131.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15424969_27295073_1000.jpg?v=1591113293,3,,,,,,,,,,,,,,,,,,,kg,kg,
nike-react-sertu-sneakers,,,,,,,,US 8.5 - EU 42,,,,,"",2518.0,,0,deny,manual,58.00,131.00,true,false,"",https://cdn.shopify.com/s/files/1/0400/3980/9184/products/15424969_27295076_1000.jpg?v=1591113293,4,,,,,,,,,,,,,,,,,,,kg,kg,
